0.521084, 0.119461, -0.304958, 0.124543, Clase1
1.041840, -1.611777, 0.017713, 0.337241, Clase1
1.006359, -0.130451, 0.352263, 1.305052, Clase1
2.251818, 0.902558, 0.249583, -0.970884, Clase1
0.751171, -0.545985, 0.249687, -1.261569, Clase1
2.396733, 0.644013, -1.300134, -0.449928, Clase1
1.240201, 0.060676, 1.355709, 0.007707, Clase1
2.069215, 0.236825, -0.884465, -0.998760, Clase1
0.980149, 1.229948, 0.674752, 0.308501, Clase1
1.279774, 1.019740, -0.624632, -1.588438, Clase1
1.028876, 0.059057, 0.122400, -0.425189, Clase1
1.441162, -0.559296, 0.276517, 0.388009, Clase1
1.232794, -0.758370, -0.430501, 0.471567, Clase1
1.836560, -0.637341, -0.983605, 0.393599, Clase1
0.189561, -0.835648, -0.863045, 0.085533, Clase1
0.897541, 1.517608, -0.009028, -0.055705, Clase1
0.800865, -0.139247, 0.889790, 1.247512, Clase1
1.432782, -0.317017, 1.111509, -0.736944, Clase1
0.607130, 0.672101, 1.068892, 0.116653, Clase1
2.346693, 1.096449, 0.088569, 0.133329, Clase1
0.839825, -0.600132, 0.624812, 0.262696, Clase1
0.606913, 0.044870, 1.115726, -1.006527, Clase1
-0.430269, 0.725025, -1.025803, -1.045871, Clase1
1.593864, 0.672705, 0.036142, 0.670787, Clase1
0.318317, 0.688745, -0.077252, -1.015193, Clase1
-0.388022, -2.217467, -0.205131, 0.805346, Clase1
1.041116, -0.014378, -0.661925, 0.228323, Clase1
0.992044, 0.177610, 0.802118, 1.479674, Clase1
1.787239, 0.134405, -0.947261, 0.336777, Clase1
0.968781, 1.227297, 0.439945, 0.633519, Clase1
1.372083, 0.924412, 0.986847, 0.015826, Clase1
0.307484, -0.121758, 0.579914, -0.690973, Clase1
0.347407, -1.073789, 0.663053, -0.706261, Clase1
0.408723, -0.134553, -0.217169, 0.051566, Clase1
1.128610, 0.012667, -1.120553, 1.610928, Clase1
0.831827, 0.176838, 0.279138, -1.414629, Clase1
1.536460, -0.060016, -1.139316, 1.218053, Clase1
1.742144, -1.421718, -1.266164, 0.192599, Clase1
0.667999, -0.530068, -0.104429, -0.546532, Clase1
1.328722, 0.329826, -0.203050, -0.188628, Clase1
0.756055, 0.097710, -0.137400, -0.194775, Clase1
0.494943, 0.322093, 0.266382, -0.568618, Clase1
0.157183, -1.465159, -0.569171, 0.318431, Clase1
1.392842, -0.377407, -0.715195, 0.132606, Clase1
0.675803, -0.055170, 0.945418, -0.736934, Clase1
-0.354760, 0.665199, 0.516627, -0.241605, Clase1
0.962828, 0.397692, -0.043013, 0.713869, Clase1
0.948550, -0.460281, -0.046704, -0.163424, Clase1
-0.426380, -1.206041, -0.006542, -1.828239, Clase1
1.017800, 0.730231, 0.355063, -1.464823, Clase1
1.487332, 0.420276, 1.257477, 0.086932, Clase1
1.686059, 0.452648, -0.282295, 0.199547, Clase1
