-0.238430, 0.070270, Clase0
-0.675750, -0.629895, Clase0
0.022770, -0.057334, Clase0
0.062630, -0.888338, Clase0
-0.712333, -0.547246, Clase0
-0.018936, -0.493990, Clase0
0.536118, -0.198031, Clase0
-0.811321, -0.438589, Clase0
-0.742716, 0.392231, Clase0
-0.429517, 0.066348, Clase0
0.492206, 0.213910, Clase0
-0.690468, -0.537225, Clase0
0.250554, -0.602682, Clase0
-0.304588, -0.860689, Clase0
0.032517, -0.996757, Clase0
-0.713953, 0.325336, Clase0
-0.229355, 0.333860, Clase0
-0.382241, 0.170417, Clase0
-0.087640, 0.169751, Clase0
-0.277227, -0.916329, Clase0
-0.299419, -0.400080, Clase0
-0.947511, -0.310478, Clase0
-0.493733, -0.176444, Clase0
-0.827554, 0.131355, Clase0
-0.748835, -0.497202, Clase0
-0.275081, 0.015936, Clase0
0.226530, 0.698561, Clase0
0.381200, -0.906318, Clase0
0.623798, 0.066858, Clase0
0.220747, 0.061433, Clase0
-0.583610, -0.585087, Clase0
-0.902295, 0.233677, Clase0
0.249475, 0.121220, Clase0
0.026065, -0.508732, Clase0
-0.410356, -0.311175, Clase0
-0.333666, 0.762134, Clase0
0.556704, 0.459721, Clase0
-0.762786, 0.325064, Clase0
0.722955, 0.142090, Clase0
-0.774359, -0.183595, Clase0
-0.337325, 0.736468, Clase0
-0.727991, 0.123896, Clase0
0.589884, -0.236239, Clase0
0.117490, -0.062907, Clase0
-0.806092, -0.319292, Clase0
0.756133, -0.620677, Clase0
-0.322817, -0.241195, Clase0
0.080804, -0.956402, Clase0
-0.723671, 0.254988, Clase0
0.115107, 0.178821, Clase0
-0.231554, 0.132850, Clase0
-0.050169, -0.365346, Clase0
-0.768643, 0.513201, Clase0
0.399767, -0.320851, Clase0
0.573600, -0.096364, Clase0
-0.751126, 0.171067, Clase0
-0.647414, 0.602586, Clase0
0.240883, 0.778576, Clase0
0.548942, 0.510770, Clase0
0.494348, -0.262471, Clase0
-0.651340, 0.487115, Clase0
0.331904, 0.625472, Clase0
0.590514, 0.004572, Clase0
-0.650006, 0.646250, Clase0
0.224132, 0.715994, Clase0
0.249294, -0.390753, Clase0
0.535768, -0.260129, Clase0
0.024634, -0.962076, Clase0
0.458829, -0.499492, Clase0
0.559239, 0.509406, Clase0
0.385825, 0.621765, Clase0
0.898360, -0.410111, Clase0
-0.772980, 0.307370, Clase0
0.024447, -0.403096, Clase0
-0.482404, -0.826011, Clase0
0.355899, 0.752493, Clase0
-0.446471, 0.779426, Clase0
0.455934, -0.239659, Clase0
-0.097498, -0.494418, Clase0
-0.766541, 0.329410, Clase0
-0.580185, 0.441803, Clase0
0.052461, 0.690403, Clase0
-0.662398, 0.324677, Clase0
0.487673, 0.480486, Clase0
-0.094062, 0.666777, Clase0
0.546138, -0.824325, Clase0
0.630791, -0.299555, Clase0
-0.451382, 0.602583, Clase0
-0.575038, 0.573796, Clase0
-0.424917, -0.331743, Clase0
0.190200, -0.905550, Clase0
-0.872864, 0.072339, Clase0
0.033814, -0.570459, Clase0
0.589667, 0.049654, Clase0
-0.792601, 0.227226, Clase0
0.591798, -0.144621, Clase0
0.257914, -0.389614, Clase0
0.203793, -0.046439, Clase0
-0.779561, -0.287525, Clase0
-0.868483, -0.093483, Clase0
0.176009, 0.576322, Clase0
0.466077, 0.489303, Clase0
0.687796, -0.701025, Clase0
-0.540694, 0.602226, Clase0
-0.379697, -0.384937, Clase0
-0.459543, -0.093360, Clase0
-0.097928, -0.448634, Clase0
0.659821, 0.296030, Clase0
0.505163, -0.004991, Clase0
0.259029, -0.342924, Clase0
0.620725, 0.041763, Clase0
0.123003, -0.894932, Clase0
0.021290, -0.583325, Clase0
-0.112294, 0.182687, Clase0
0.613934, 0.279148, Clase0
-0.857428, 0.183410, Clase0
-0.710944, 0.303576, Clase0
0.041591, -0.060885, Clase0
-0.595222, 0.417896, Clase0
-0.038360, -0.376239, Clase0
0.538453, 0.401412, Clase0
0.316290, -0.554565, Clase0
0.271744, -0.523696, Clase0
-0.018350, -0.614361, Clase0
-0.342321, -0.307658, Clase0
-0.781737, 0.082040, Clase0
-0.447333, -0.821329, Clase0
-0.763991, 0.319255, Clase0
0.488728, -0.285744, Clase0
0.416783, -0.309483, Clase0
0.151523, -0.572550, Clase0
-0.078769, 0.876529, Clase0
-0.029159, 0.230007, Clase0
0.372849, 0.707352, Clase0
0.383424, -0.438002, Clase0
0.376245, -0.480190, Clase0
-0.268962, 0.664929, Clase0
0.047610, -0.976532, Clase0
-0.290146, 0.071005, Clase0
-0.143674, 0.750474, Clase0
0.152336, 0.058514, Clase0
-0.879594, -0.276855, Clase0
-0.357030, 0.072573, Clase0
0.605334, -0.255064, Clase0
0.368896, -0.376215, Clase0
-0.246913, 0.642180, Clase0
-0.762346, 0.041712, Clase0
-0.056178, -0.555621, Clase0
-0.700940, -0.402031, Clase0
0.527612, 0.109619, Clase0
-0.772387, -0.582347, Clase0
-0.444667, -0.804758, Clase0
0.007217, -0.054466, Clase0
0.264043, -0.957274, Clase0
-0.108111, -0.898295, Clase0
0.455184, -0.866849, Clase0
-0.346892, 0.190112, Clase0
-0.063765, 0.368436, Clase0
0.466637, -0.376852, Clase0
-0.279991, 0.228303, Clase0
0.284686, -0.884855, Clase0
0.702060, 0.179291, Clase0
-0.334369, -0.077668, Clase0
0.251353, 0.120383, Clase0
-0.824397, -0.017211, Clase0
0.697843, 0.075600, Clase0
-0.506610, 0.630120, Clase0
-0.822949, 0.386815, Clase0
0.088888, -0.461301, Clase0
-0.261519, -0.034952, Clase0
-0.658678, 0.426719, Clase0
0.025309, 0.340321, Clase0
-0.289067, 0.300744, Clase0
0.113170, 0.007295, Clase0
0.533786, 0.148373, Clase0
0.176725, -0.400454, Clase0
-0.829987, -0.117609, Clase0
-0.707082, -0.489512, Clase0
-0.367650, -0.881431, Clase0
0.031307, -0.998782, Clase0
-0.371320, -0.852519, Clase0
-0.409837, 0.013477, Clase0
0.596792, 0.534054, Clase0
0.579619, -0.102964, Clase0
-0.185030, -0.839191, Clase0
-0.835948, 0.306389, Clase0
0.707946, 0.004333, Clase0
-0.261113, 0.776720, Clase0
0.104974, 0.849101, Clase0
-0.746582, -0.395715, Clase0
0.517860, 0.311151, Clase0
-0.085680, -0.897290, Clase0
-0.802565, 0.224852, Clase0
0.160140, 0.625022, Clase0
-0.784936, 0.233826, Clase0
0.341436, 0.760462, Clase0
-0.565088, -0.769454, Clase0
-0.152777, -0.543182, Clase0
-0.334972, 0.769300, Clase0
0.534014, 0.123052, Clase0
-0.726050, 0.512160, Clase0
-0.692746, -0.706714, Clase0
0.483073, -0.140455, Clase0
-0.368280, 0.237394, Clase0
0.642328, 0.426876, Clase0
-0.144473, 0.722925, Clase0
0.511965, 0.507833, Clase0
-0.415607, 0.770698, Clase0
-0.616968, 0.350010, Clase0
-0.710489, -0.493617, Clase0
0.714863, -0.687024, Clase0
0.277925, -0.900072, Clase0
-0.406162, 0.014044, Clase0
-0.376625, -0.195744, Clase0
0.622249, 0.162531, Clase0
0.317665, 0.740337, Clase0
-0.813768, -0.210205, Clase0
0.403155, -0.498729, Clase0
-0.024809, -0.919676, Clase0
-0.166372, 0.757808, Clase0
0.644733, -0.020937, Clase0
-0.214483, 0.188737, Clase0
-0.828540, -0.257683, Clase0
0.647175, -0.031180, Clase0
-0.883410, 0.319808, Clase0
0.163415, -0.077828, Clase0
0.395599, -0.907274, Clase0
-0.891791, -0.341881, Clase0
-0.084867, -0.891152, Clase0
0.291117, -0.467937, Clase0
-0.025845, 0.153675, Clase0
-0.062578, 0.669900, Clase0
0.061528, -0.917469, Clase0
0.224373, 0.026454, Clase0
-0.704990, 0.359540, Clase0
-0.961589, 0.058675, Clase0
-0.933803, -0.188994, Clase0
0.494612, 0.267974, Clase0
0.046233, -0.089070, Clase0
-0.853349, 0.387820, Clase0
-0.808489, -0.569278, Clase0
-0.610987, -0.588761, Clase0
0.119413, 0.668631, Clase0
0.547408, 0.560375, Clase0
-0.700201, -0.460784, Clase0
0.056128, -0.603586, Clase0
0.703106, -0.045766, Clase0
0.582797, 0.127402, Clase0
-0.492780, -0.017200, Clase0
0.541627, 0.201762, Clase0
-0.496809, 0.624346, Clase0
0.003708, 0.784573, Clase0
0.629820, -0.178619, Clase0
-0.025418, 0.766206, Clase0
-0.093116, 0.149290, Clase0
0.545294, -0.165152, Clase0
-0.698219, -0.469436, Clase0
-0.024523, 0.730595, Clase0
0.101501, -0.473037, Clase0
-0.036084, 0.729535, Clase0
0.407736, -0.497885, Clase0
0.482651, -0.812427, Clase0
0.675089, 0.117256, Clase0
0.076211, 0.308950, Clase0
-0.229365, -0.311962, Clase0
0.130304, -0.956973, Clase0
-0.339044, -0.220746, Clase0
-0.298777, -0.015060, Clase0
-0.133579, -0.408316, Clase0
-0.812244, 0.347192, Clase0
0.167674, -0.569141, Clase0
-0.929767, 0.157278, Clase0
0.413163, -0.364654, Clase0
0.611588, 0.166710, Clase0
-0.193556, 0.850238, Clase0
-0.365223, -0.144403, Clase0
-0.908483, -0.234490, Clase0
-0.274511, -0.028949, Clase0
-0.287425, -0.159314, Clase0
-0.184531, -0.556648, Clase0
0.060729, 0.319630, Clase0
-0.887871, -0.040336, Clase0
-0.859128, -0.180648, Clase0
0.479897, 0.409652, Clase0
0.345121, -0.482443, Clase0
-0.787354, -0.279864, Clase0
0.706831, 0.100273, Clase0
-0.483387, 0.705139, Clase0
0.647203, -0.224880, Clase0
-0.767167, -0.189862, Clase0
-0.407963, 0.682192, Clase0
-0.946124, -0.215402, Clase0
0.276034, -0.541800, Clase0
0.183278, 0.687781, Clase0
-0.398385, 0.027044, Clase0
-0.247063, -0.281034, Clase0
-0.038418, 0.873993, Clase0
-0.457256, -0.024402, Clase0
0.739354, 0.227097, Clase0
-0.679226, 0.510769, Clase0
-0.867353, 0.213749, Clase0
-0.322893, 0.044153, Clase0
-0.241780, 0.611892, Clase0
-0.589042, 0.671027, Clase0
0.326460, 0.555504, Clase0
0.084850, -0.552608, Clase0
-0.052690, -0.402398, Clase0
-0.788193, 0.081373, Clase0
0.487742, -0.266999, Clase0
-0.937175, -0.242599, Clase0
0.491516, 0.285086, Clase0
0.555462, 0.142630, Clase0
-0.355646, -0.109885, Clase0
-0.056838, -0.380767, Clase0
-0.306162, 0.806373, Clase0
-0.731208, 0.332900, Clase0
0.558187, -0.158653, Clase0
-0.276719, 0.131107, Clase0
-0.780222, 0.496388, Clase0
-0.455503, 0.047544, Clase0
-0.445327, -0.736624, Clase0
-0.319938, -0.167818, Clase0
0.022170, 0.291541, Clase0
-0.425120, 0.655267, Clase0
-0.205386, -0.918417, Clase0
-0.674325, 0.279887, Clase0
0.212577, -0.891429, Clase0
0.536430, -0.168427, Clase0
-0.305760, 0.755298, Clase0
0.327080, 0.674445, Clase0
-0.799436, 0.241318, Clase0
0.707733, 0.070308, Clase0
-0.775404, 0.051856, Clase0
0.456497, -0.402392, Clase0
0.286731, -0.403369, Clase0
0.098787, -0.438074, Clase0
-0.478925, 0.045345, Clase0
-0.179092, 0.135679, Clase0
0.627333, -0.002004, Clase0
0.542674, 0.364208, Clase0
-0.462405, -0.786423, Clase0
-0.951026, 0.221916, Clase0
0.510661, -0.244549, Clase0
0.411537, -0.483093, Clase0
-0.045395, -0.536091, Clase0
0.240896, 0.014647, Clase0
-0.479210, -0.693387, Clase0
0.506361, 0.223712, Clase0
-0.291181, -0.913702, Clase0
0.654329, -0.161409, Clase0
-0.287664, -0.419466, Clase0
-0.612477, 0.502072, Clase0
-0.418516, 0.810606, Clase0
0.426437, -0.364299, Clase0
0.660103, 0.134075, Clase0
0.246652, -0.537938, Clase0
0.356337, 0.517076, Clase0
0.366723, -0.867735, Clase0
-0.324977, 0.620707, Clase0
0.514941, 0.306805, Clase0
0.089295, 0.213115, Clase0
-0.667614, 0.378624, Clase0
0.527333, -0.209506, Clase0
-0.404866, 0.560532, Clase0
-0.813130, 0.104899, Clase0
-0.075508, 0.267273, Clase0
-0.806785, -0.199456, Clase0
-0.014031, 0.748840, Clase0
-0.224328, 0.136103, Clase0
0.491687, -0.314377, Clase0
0.473726, -0.167108, Clase0
-0.661870, -0.615657, Clase0
0.015751, 0.223330, Clase0
0.774868, -0.590584, Clase0
-0.813356, 0.000587, Clase0
-0.375427, 0.152099, Clase0
-0.684272, 0.581455, Clase0
-0.214686, 0.835906, Clase0
0.510137, 0.293107, Clase0
-0.708398, 0.363485, Clase0
0.427038, -0.873456, Clase0
-0.670634, 0.375340, Clase0
-0.253922, -0.342752, Clase0
0.876088, -0.431851, Clase0
-0.716750, 0.165075, Clase0
-0.827150, 0.057502, Clase0
-0.464497, 0.015580, Clase0
-0.357460, -0.029929, Clase0
0.150553, 0.225793, Clase0
0.173146, -0.481675, Clase0
0.401445, -0.368467, Clase0
-0.388093, -0.119041, Clase0
0.510907, 0.125273, Clase0
-0.470520, 0.757129, Clase0
0.066429, -0.049780, Clase0
-0.907603, 0.143560, Clase0
-0.781851, -0.468552, Clase0
0.462042, 0.653051, Clase0
-0.872781, -0.171218, Clase0
-0.688168, 0.633030, Clase0
-0.708545, 0.588356, Clase0
-0.048478, 0.217977, Clase0
0.186495, -0.039068, Clase0
-0.661853, -0.569271, Clase0
0.346021, -0.935494, Clase0
-0.318728, 0.735075, Clase0
-0.402802, -0.788137, Clase0
-0.881954, 0.216433, Clase0
0.082689, 0.153770, Clase0
0.606066, -0.096700, Clase0
-0.062090, -0.491572, Clase0
-0.645002, -0.583270, Clase0
0.466095, 0.518535, Clase0
0.476328, 0.268778, Clase0
0.575198, -0.783298, Clase0
0.220184, -0.509973, Clase0
-0.565739, -0.797822, Clase0
0.195062, 0.678633, Clase0
-0.293829, 0.810849, Clase0
-0.214466, 0.264599, Clase0
0.170311, -0.380597, Clase0
0.150232, 0.063314, Clase0
0.340111, 0.535399, Clase0
-0.850619, 0.113611, Clase0
0.450233, 0.469001, Clase0
-0.232358, -0.847054, Clase0
0.605880, -0.071685, Clase0
0.022526, 0.231281, Clase0
-0.932231, -0.156159, Clase0
0.134373, 0.646098, Clase0
0.109429, 0.182090, Clase0
0.003246, 0.167830, Clase0
0.102931, -0.433298, Clase0
-0.907943, 0.233489, Clase0
-0.493931, -0.118145, Clase0
-0.532841, 0.596150, Clase0
0.520660, 0.070893, Clase0
0.167475, -0.563257, Clase0
-0.171607, -0.321899, Clase0
0.603549, 0.438178, Clase0
