-2.698913, 0.761262, -0.044978, -2.475050, -0.478918, 1
2.342512, 4.364002, -2.856520, 1.096262, 2.618668, 1
5.661023, 1.394628, 1.404251, 1.024691, -2.121641, 1
-1.391712, 5.593152, 0.804460, 0.180690, 0.251760, 1
1.878822, 1.886361, 1.836453, 0.651641, -2.276229, 1
-3.511180, 3.445160, -2.737718, -0.331880, -0.482534, 1
-0.704526, -1.335633, -2.328603, -0.920503, -2.064865, 1
0.937537, -2.696218, 3.766000, 0.449527, 3.055842, 1
-2.617906, 4.175295, 2.567312, 0.027897, 1.367829, 1
-0.634365, 0.466456, -3.095367, -1.150336, 3.352249, 1
2.186786, -1.200650, -0.380768, -0.525096, -0.476632, 1
-0.030645, 0.201956, 0.706518, 1.556445, -0.290804, 1
3.927007, -1.104986, -1.168273, -2.601354, -0.944663, 1
3.492764, -5.157043, -3.322215, 0.079767, 0.269726, 1
2.821249, -2.352422, 3.042695, -3.973673, -4.296466, 1
1.570859, 0.841366, 1.869771, -0.890520, -2.954744, 1
3.440286, -2.432997, 2.861723, 0.392051, 0.247870, 1
3.189130, -0.847064, -1.706086, -1.370076, -1.846394, 1
2.142900, -0.836233, -2.532903, 0.030649, 2.898933, 1
-0.731134, -2.643603, 1.746720, -2.420779, 2.458351, 1
-3.012537, -5.838666, -1.618593, 3.677935, 1.697579, 1
-6.404079, 0.913032, -0.155582, -3.312514, 0.007351, 1
2.916879, -2.068938, -1.703843, -0.777950, -0.326604, 1
-0.663572, 0.809152, 2.922875, 1.594843, 2.189915, 1
-0.501822, -5.748052, 0.029685, -1.323840, -5.156305, 1
3.875769, 0.935405, 1.376425, 2.407747, -1.259720, 1
1.206024, -1.490297, -1.870346, 1.825611, 1.010402, 1
5.280523, 0.184783, 2.130347, -2.133810, 3.381005, 1
4.930813, -0.255270, 0.442119, 6.106160, -1.829574, 1
0.442396, 2.609339, 0.366067, 1.082448, 2.027454, 1
3.461154, -2.261781, -0.657858, 3.422148, -1.362423, 1
-0.947389, 3.552057, 4.670902, -1.173258, 0.724180, 1
3.728410, -1.821195, -0.467465, 2.006510, 1.158866, 1
0.017691, -1.908938, -4.649978, 1.968964, 1.894281, 1
1.502175, 3.987678, -3.444008, 3.639498, 1.210044, 1
-2.613951, 3.844147, -0.937624, 6.782961, -0.202395, 1
5.136402, -0.444743, -4.248121, -0.317879, 0.530936, 1
1.716886, 5.489986, -6.431602, -0.784334, -0.038637, 1
2.397194, 1.733740, 1.616803, 0.611101, -3.149942, 1
1.343600, -1.697631, -2.144391, 0.402906, 1.247650, 1
-1.475234, 2.426860, -5.876172, 3.223848, -2.008661, 1
5.240627, 1.651859, 1.823976, -2.067481, -2.899813, 1
1.116073, -2.398580, 0.306605, 0.827494, 0.183736, 1
-3.018627, -0.947876, 2.800678, 1.906022, -1.543267, 1
1.010412, -1.533439, -1.957602, -6.356118, 3.015725, 1
0.965150, -0.822895, -2.511981, 1.977195, 1.158522, 1
-2.315641, -1.795076, -1.453041, 1.652847, 3.233782, 1
4.688352, -0.668970, 0.218312, 0.590107, 0.834412, 1
-2.563282, 1.425483, 1.108238, -0.438617, -1.863154, 1
2.895214, -2.028576, 2.852784, -2.200698, -2.071719, 1
-1.121655, 0.022444, 1.156398, 1.391805, -2.958101, 1
0.544445, 2.062697, -0.481197, -1.661005, -0.912168, 1
-2.942731, 0.357658, -4.212677, 3.048488, -2.020227, 1
-1.147411, -3.691345, -3.409346, 1.445772, 1.025201, 1
3.581797, 3.734626, -3.383033, -2.745636, 2.591588, 1
0.687826, 2.266252, 1.650024, -5.004137, -1.457892, 1
1.212261, 1.447033, -1.795792, -0.933537, -0.823451, 1
-3.489019, 3.641097, -1.418468, -0.266413, 0.794106, 1
2.012429, -3.950543, -0.129838, -0.299171, -0.326542, 1
1.148188, -1.035609, -1.970850, -1.822656, 3.447782, 1
-0.761759, 3.458484, -1.332853, 2.777008, -1.918167, 1
-2.175504, 1.594913, 0.134141, -0.737931, -1.334042, 1
1.698626, 1.270465, -0.653466, -0.480776, 1.706957, 1
-1.266335, 4.303558, 1.970235, 1.678928, -1.330163, 1
-0.483585, -2.661157, -2.854949, 2.027975, -4.121710, 1
-2.644401, -0.889214, -4.209498, 0.143658, 4.620799, 1
1.054399, 3.019572, 0.211146, 0.424502, -1.817867, 1
4.375338, 3.500858, 1.417497, -0.405684, -1.335019, 1
4.047752, 1.273505, 1.349243, 2.772972, 0.245413, 1
5.788127, 2.323142, -3.207721, -1.602140, 0.309301, 1
0.888001, 1.037138, -2.162107, -0.706877, -0.062760, 1
-2.111153, 5.319017, -0.183728, -1.659389, -3.166597, 1
0.746912, -2.551131, -0.626743, -1.657613, -5.387725, 1
-2.502239, -4.453651, 3.486827, -2.678628, -0.958765, 1
4.892468, -2.885164, 1.190790, -1.398588, 0.155089, 1
2.725046, -0.779116, -0.636241, 0.011654, -4.111957, 1
-1.246001, -2.469806, 1.309810, -1.860420, -0.135131, 1
0.855326, 1.997133, 1.840235, 3.364912, 0.247139, 1
1.492833, -1.626580, -1.944183, -3.642729, -2.260612, 1
2.454880, -1.448997, -4.226196, 1.772696, 1.570685, 1
-1.385614, 1.296991, -0.362884, -2.263181, 2.930437, 1
-5.783676, -1.674543, -8.674918, 0.090213, 2.196933, 1
3.107751, -1.674321, 2.375665, -1.272011, -1.514945, 1
-1.493837, -2.076365, -4.631433, -2.129635, -2.044276, 1
0.666911, -0.944118, 3.235393, -0.153499, 0.553199, 1
-0.397885, 3.174157, 3.600230, 5.400750, -2.907415, 1
6.209561, 4.726029, 4.771285, -0.081588, 0.899063, 1
3.288898, -1.017400, -1.642361, 2.194224, -1.304012, 1
0.984237, 0.829628, 4.595151, 2.818397, -2.170436, 1
-1.362231, 2.220533, 1.143058, -0.294195, -1.093710, 1
1.592179, 0.430536, 2.705323, -3.885130, -1.373528, 1
1.269804, -1.387145, 0.525404, 1.538510, 0.267564, 1
0.351173, 1.768873, 3.958659, -3.936270, -0.091863, 1
4.670028, -1.494132, -0.140214, -0.297796, 2.625699, 1
0.688342, -0.350466, 4.307834, -0.527510, -1.748336, 1
1.813577, 2.106895, 2.676994, -1.503773, -4.256419, 1
-0.466744, -1.033446, -0.670619, -1.252531, -2.391110, 1
0.065269, 2.801266, 0.564977, 0.316710, -1.072724, 1
0.910378, 0.716838, -1.358688, -0.624271, -2.011289, 1
-0.144401, -2.325900, -2.237373, 4.134430, 1.304080, 1
1.224768, -0.939547, -1.706079, -0.189381, -0.671537, 1
-1.338782, 0.213087, -0.713265, 3.867177, -4.696400, 1
3.659154, 2.487183, -0.696434, -2.071892, -3.020577, 1
1.498173, 1.753117, 2.272484, -5.444731, 0.721975, 1
5.224602, 1.148588, -0.128164, -3.293121, 1.413731, 1
1.019691, -0.910451, 2.880422, 0.457561, 0.570262, 1
3.700108, 0.881028, -0.009926, -0.190447, 1.457488, 1
-1.575532, 2.793200, 1.969583, -3.906855, 0.736893, 1
1.092795, 4.068218, 5.561471, -0.609675, 0.349439, 1
1.293568, 1.818353, 3.131438, -0.968355, 0.959655, 1
0.064135, -0.513093, 3.212651, 0.501761, -1.680770, 1
-0.063205, 1.718513, 3.337360, 1.712087, -4.542714, 1
2.053087, 2.558539, 2.693595, -6.246626, 0.173871, 1
3.604808, -1.664917, -0.930474, 1.212454, -0.143424, 1
2.224801, -0.767018, -3.440761, 1.442493, 0.496370, 1
2.592033, 2.543362, 2.688409, -2.302912, -5.193392, 1
1.249613, -2.050126, 3.121043, 0.791458, -2.761174, 1
1.885012, -1.346638, 1.240013, -0.408955, -1.999388, 1
2.383935, 0.089743, 1.633628, 0.068490, -2.095558, 1
-2.214622, 0.908668, -5.527827, 1.430804, -3.933743, 1
-0.401580, -1.213649, -1.494784, -1.516317, -1.077370, 1
4.015127, -2.390462, -0.584936, -1.525404, 0.967640, 1
4.010861, 0.882924, 1.127570, -0.148672, 2.338549, 1
-2.009131, -2.027861, 2.666243, 4.515182, -0.573642, 1
-3.343241, 0.861096, 0.409067, 2.257024, 0.247870, 1
1.116566, 1.305233, 0.256999, 4.927955, -0.706669, 1
-2.380366, 0.653497, 3.803100, 2.594089, -0.452120, 1
2.588231, 0.801208, 0.434526, 6.028897, 0.941780, 1
2.833830, -1.679265, 2.766215, -0.516409, -2.944245, 1
-0.187700, -3.131174, -2.636098, -0.458488, -2.900923, 1
0.212219, 2.529523, -1.183416, 0.350326, 2.518041, 1
5.050797, -3.387441, 0.425615, 4.288441, -1.992698, 1
2.960575, -3.117489, -2.769309, -3.232527, 1.498567, 1
0.930288, 1.654514, -0.740128, -1.177737, -0.051494, 1
2.787191, 4.018901, 1.864001, -1.070770, 1.822073, 1
0.657104, -1.633928, 1.223310, 0.002991, -0.573182, 1
-2.193456, -0.526643, 0.090376, -1.132393, 1.208878, 1
-2.831000, 2.504375, -0.274876, 0.187352, -2.455366, 1
1.853943, 0.385192, 3.391801, 0.502688, -0.997059, 1
-0.263113, 4.269305, -0.038584, 3.407140, -2.324999, 1
-1.689246, 0.043438, 2.713639, -0.087149, 0.814505, 1
0.187505, -2.617140, -0.029685, 1.756349, -0.938262, 1
2.876871, -2.478292, -1.246770, 1.014922, 2.622824, 1
2.613394, -0.751901, -3.128448, 2.052302, 1.574105, 1
3.257901, 4.062892, 9.123932, -3.803186, 1.900543, 1
2.453180, -2.230088, -5.488941, -5.047897, 1.128987, 1
2.903020, 0.226829, -0.339198, 1.666538, -2.161700, 1
3.979508, -0.600388, 0.730488, 0.628644, 0.378678, 1
3.167805, 1.085293, 1.031972, 1.090352, -3.866123, 1
4.908537, -2.198902, 0.387612, -0.652900, 1.273560, 1
-1.454391, -0.167806, -3.087734, -1.444076, -0.722525, 1
5.064781, -1.486487, 0.662883, 0.360715, 0.849021, 1
-2.144757, 4.263848, 5.002139, 4.681792, -4.867447, 1
0.573288, -2.940744, -3.019766, 0.251600, 0.453883, 1
1.628810, 3.152413, 3.051892, -3.954894, -1.597124, 1
0.502464, -1.497571, 2.620640, -4.864082, 2.498572, 1
1.874179, -3.185000, -2.347375, -1.119891, -3.561927, 1
0.772651, -1.143527, -1.104566, 3.248322, -1.005243, 1
-3.744677, 0.479058, 1.283110, -1.959794, -0.915911, 1
0.239198, -7.036719, 2.421771, 0.211227, -0.746771, 1
0.014576, -0.418333, 0.790651, -1.037633, -5.944645, 1
3.854053, -0.286652, 2.271190, 3.252308, -0.320682, 1
3.941305, 0.683894, -0.996669, -2.137636, 0.901349, 1
0.582934, -1.010366, -3.474611, -0.881580, 0.680881, 1
3.358477, -1.352396, 4.174924, -1.741350, -1.815240, 1
5.942557, 1.986233, -1.293953, 2.212933, -0.710783, 1
2.835302, 2.686188, -3.399463, 4.595329, 2.365879, 1
2.171999, -0.931703, -1.325837, 3.786234, 1.612753, 1
-0.418633, -1.374996, 1.467884, 1.972971, 2.324875, 1
-1.921184, -4.349545, -0.577671, -2.950937, 0.474281, 1
-0.220410, -0.352537, 3.038672, 1.425756, -1.552148, 1
1.815873, -0.357004, 3.096553, 0.014735, -0.685304, 1
-0.522495, -1.818419, -0.819972, 0.240303, -0.159308, 1
2.370411, 4.542149, -0.197199, 1.595966, 1.287966, 1
-1.254653, -4.975696, 1.040073, 0.328948, 2.268993, 1
-4.446261, 3.320588, 1.094107, -2.500449, -0.136314, 1
2.813060, 2.139395, -0.338303, 4.942236, -3.597094, 1
3.076812, 2.380673, -3.133403, -1.062121, -0.663703, 1
2.375553, 0.596369, 1.323988, -1.054718, -7.963945, 1
5.656176, -2.470090, 0.989735, 3.693142, -5.587389, 1
2.814852, -1.280045, -0.805371, 2.429617, 0.858338, 1
-0.900843, 7.779676, 0.052987, -1.178908, 3.830455, 1
3.364106, -2.158047, 0.710758, -2.736748, 3.800274, 1
2.658504, -1.423954, 5.101352, 2.325581, 4.630465, 1
2.360271, -0.977595, 0.964928, 1.168088, 0.695555, 1
-0.493622, 2.266559, 1.062389, -1.826618, 2.941768, 1
0.558587, 0.850269, 1.898095, 0.298310, -1.312983, 1
-0.187762, -2.688539, 1.104345, -2.380290, 2.835047, 1
3.768789, -1.232331, -0.902929, 1.764084, -3.738252, 1
0.666866, 0.829278, -0.415422, 6.408124, -1.437737, 1
-1.565767, 1.469377, -7.088276, -2.729815, 1.530293, 1
-0.052184, -0.006752, -0.065105, 4.728930, -0.930544, 1
1.514954, -0.747026, 0.129648, 2.955006, 3.688891, 1
3.082900, 3.363233, -0.601507, 0.433023, 4.756302, 1
0.021529, 2.781940, 1.074266, -3.336874, 3.789470, 1
1.552608, 1.551970, -6.461376, -1.331151, 5.531178, 1
9.108720, 1.392179, -3.314930, 0.054291, 3.638826, 1
4.081984, 3.470748, 0.911247, -0.025527, -1.430533, 1
